Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,STATE
14751,5/10/2021,8:00 AM,Nagaland,-,-,13201,140,16150,NAGALAND
14752,5/10/2021,8:00 AM,Odisha,-,-,447863,2180,534842,ODISHA
14753,5/10/2021,8:00 AM,Puducherry,-,-,56710,965,71709,PUDUCHERRY
14754,5/10/2021,8:00 AM,Punjab,-,-,357276,10506,442125,PUNJAB
14755,5/10/2021,8:00 AM,Rajasthan,-,-,550853,5665,756707,RAJASTHAN
14756,5/10/2021,8:00 AM,Sikkim,-,-,7074,167,9878,SIKKIM
14757,5/10/2021,8:00 AM,Tamil Nadu,-,-,1220064,15648,1380259,TAMIL NADU
14758,5/10/2021,8:00 AM,Telangana,-,-,428865,2739,497361,TELANGANA
14759,5/10/2021,8:00 AM,Tripura,-,-,34532,410,37692,TRIPURA
14760,5/10/2021,8:00 AM,Uttarakhand,-,-,166431,3728,244273,UTTARAKHAND
14761,5/10/2021,8:00 AM,Uttar Pradesh,-,-,1254045,15464,1503490,UTTAR PRADESH
14762,5/10/2021,8:00 AM,West Bengal,-,-,854805,12327,993159,WEST BENGAL
14763,5/11/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6125,78,6398,ANDAMAN AND NICOBAR ISLANDS
14764,5/11/2021,8:00 AM,Andhra Pradesh,-,-,1104431,8791,1302589,ANDHRA PRADESH
14765,5/11/2021,8:00 AM,Arunachal Pradesh,-,-,18351,64,20370,ARUNACHAL PRADESH
14766,5/11/2021,8:00 AM,Assam,-,-,257571,1753,298171,ASSAM
14767,5/11/2021,8:00 AM,Bihar,-,-,493189,3357,601650,BIHAR
14768,5/11/2021,8:00 AM,Chandigarh,-,-,41842,575,51070,CHANDIGARH
14769,5/11/2021,8:00 AM,Chhattisgarh,-,-,727497,10742,863343,CHHATTISGARH
14770,5/11/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,7722,4,8928,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14771,5/11/2021,8:00 AM,Delhi,-,-,1231297,19663,1336218,DELHI
14772,5/11/2021,8:00 AM,Goa,-,-,87659,1729,121650,GOA
14773,5/11/2021,8:00 AM,Gujarat,-,-,547935,8511,692604,GUJARAT
14774,5/11/2021,8:00 AM,Haryana,-,-,509617,5766,628615,HARYANA
14775,5/11/2021,8:00 AM,Himachal Pradesh,-,-,99427,1938,135782,HIMACHAL PRADESH
14776,5/11/2021,8:00 AM,Jammu and Kashmir,-,-,167813,2782,220546,JAMMU AND KASHMIR
14777,5/11/2021,8:00 AM,Jharkhand,-,-,230646,3982,292530,JHARKHAND
14778,5/11/2021,8:00 AM,Karnataka,-,-,1383285,19372,1973683,KARNATAKA
14779,5/11/2021,8:00 AM,Kerala,-,-,1504160,5879,1930115,KERALA
14780,5/11/2021,8:00 AM,Ladakh,-,-,13825,157,15429,LADAKH
14781,5/11/2021,8:00 AM,Lakshadweep,-,-,2980,10,3982,LAKSHADWEEP
14782,5/11/2021,8:00 AM,Madhya Pradesh,-,-,563754,6501,681478,MADHYA PRADESH
14783,5/11/2021,8:00 AM,Maharashtra,-,-,4469425,76398,5138973,MAHARASHTRA
14784,5/11/2021,8:00 AM,Manipur,-,-,30685,489,35778,MANIPUR
14785,5/11/2021,8:00 AM,Meghalaya,-,-,16834,233,20129,MEGHALAYA
14786,5/11/2021,8:00 AM,Mizoram,-,-,5920,22,7796,MIZORAM
14787,5/11/2021,8:00 AM,Nagaland,-,-,13249,150,16283,NAGALAND
14788,5/11/2021,8:00 AM,Odisha,-,-,457569,2197,544873,ODISHA
14789,5/11/2021,8:00 AM,Puducherry,-,-,57818,988,72975,PUDUCHERRY
14790,5/11/2021,8:00 AM,Punjab,-,-,364170,10704,450674,PUNJAB
14791,5/11/2021,8:00 AM,Rajasthan,-,-,564352,5825,773194,RAJASTHAN
14792,5/11/2021,8:00 AM,Sikkim,-,-,7215,169,9924,SIKKIM
14793,5/11/2021,8:00 AM,Tamil Nadu,-,-,1240968,15880,1409237,TAMIL NADU
14794,5/11/2021,8:00 AM,Telangana,-,-,436619,2771,502187,TELANGANA
14795,5/11/2021,8:00 AM,Tripura,-,-,34682,413,38158,TRIPURA
14796,5/11/2021,8:00 AM,Uttarakhand,-,-,171438,3896,249814,UTTARAKHAND
14797,5/11/2021,8:00 AM,Uttar Pradesh,-,-,1283754,15742,1524767,UTTAR PRADESH
14798,5/11/2021,8:00 AM,West Bengal,-,-,873480,12461,1012604,WEST BENGAL
14799,5/12/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6149,78,6426,ANDAMAN AND NICOBAR ISLANDS
14800,5/12/2021,8:00 AM,Andhra Pradesh,-,-,1118933,8899,1322934,ANDHRA PRADESH
14801,5/12/2021,8:00 AM,Arunachal Pradesh,-,-,18583,68,20575,ARUNACHAL PRADESH
14802,5/12/2021,8:00 AM,Assam,-,-,261980,1838,304429,ASSAM
14803,5/12/2021,8:00 AM,Bihar,-,-,507041,3429,612570,BIHAR
14804,5/12/2021,8:00 AM,Chandigarh,-,-,42647,585,51857,CHANDIGARH
14805,5/12/2021,8:00 AM,Chhattisgarh,-,-,740283,10941,873060,CHHATTISGARH
14806,5/12/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,7914,4,9021,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14807,5/12/2021,8:00 AM,Delhi,-,-,1244880,20010,1348699,DELHI
14808,5/12/2021,8:00 AM,Goa,-,-,90134,1804,124774,GOA
14809,5/12/2021,8:00 AM,Gujarat,-,-,563133,8629,703594,GUJARAT
14810,5/12/2021,8:00 AM,Haryana,-,-,525345,5910,640252,HARYANA
14811,5/12/2021,8:00 AM,Himachal Pradesh,-,-,102525,2002,140759,HIMACHAL PRADESH
14812,5/12/2021,8:00 AM,Jammu and Kashmir,-,-,171350,2847,224898,JAMMU AND KASHMIR
14813,5/12/2021,8:00 AM,Jharkhand,-,-,238277,4085,296895,JHARKHAND
14814,5/12/2021,8:00 AM,Karnataka,-,-,1405869,19852,2013193,KARNATAKA
14815,5/12/2021,8:00 AM,Kerala,-,-,1537138,5958,1967405,KERALA
14816,5/12/2021,8:00 AM,Ladakh,-,-,13955,157,15564,LADAKH
14817,5/12/2021,8:00 AM,Lakshadweep,-,-,2980,10,3982,LAKSHADWEEP
14818,5/12/2021,8:00 AM,Madhya Pradesh,-,-,573271,6595,691232,MADHYA PRADESH
14819,5/12/2021,8:00 AM,Maharashtra,-,-,4541391,77191,5179929,MAHARASHTRA
14820,5/12/2021,8:00 AM,Manipur,-,-,30880,509,36370,MANIPUR
14821,5/12/2021,8:00 AM,Meghalaya,-,-,17040,242,20579,MEGHALAYA
14822,5/12/2021,8:00 AM,Mizoram,-,-,6002,23,8035,MIZORAM
14823,5/12/2021,8:00 AM,Nagaland,-,-,13315,156,16552,NAGALAND
14824,5/12/2021,8:00 AM,Odisha,-,-,465133,2215,554666,ODISHA
14825,5/12/2021,8:00 AM,Puducherry,-,-,59177,1018,75024,PUDUCHERRY
14826,5/12/2021,8:00 AM,Punjab,-,-,371494,10918,459268,PUNJAB
14827,5/12/2021,8:00 AM,Rajasthan,-,-,577550,5994,789274,RAJASTHAN
14828,5/12/2021,8:00 AM,Sikkim,-,-,7249,177,10165,SIKKIM
14829,5/12/2021,8:00 AM,Tamil Nadu,-,-,1260150,16178,1438509,TAMIL NADU
14830,5/12/2021,8:00 AM,Telangana,-,-,444049,2803,506988,TELANGANA
14831,5/12/2021,8:00 AM,Tripura,-,-,34819,422,38574,TRIPURA
14832,5/12/2021,8:00 AM,Uttarakhand,-,-,176420,4014,256934,UTTARAKHAND
14833,5/12/2021,8:00 AM,Uttar Pradesh,-,-,1313112,16043,1545212,UTTAR PRADESH
14834,5/12/2021,8:00 AM,West Bengal,-,-,892474,12593,1032740,WEST BENGAL
14835,5/13/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6175,81,6470,ANDAMAN AND NICOBAR ISLANDS
14836,5/13/2021,8:00 AM,Andhra Pradesh,-,-,1138028,8988,1344386,ANDHRA PRADESH
14837,5/13/2021,8:00 AM,Arunachal Pradesh,-,-,18691,69,20854,ARUNACHAL PRADESH
14838,5/13/2021,8:00 AM,Assam,-,-,265860,1909,310086,ASSAM
14839,5/13/2021,8:00 AM,Bihar,-,-,519306,3503,622433,BIHAR
14840,5/13/2021,8:00 AM,Chandigarh,-,-,43506,599,52633,CHANDIGARH
14841,5/13/2021,8:00 AM,Chhattisgarh,-,-,749318,11094,883210,CHHATTISGARH
14842,5/13/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,8086,4,9150,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14843,5/13/2021,8:00 AM,Delhi,-,-,1258951,20310,1361986,DELHI
14844,5/13/2021,8:00 AM,Goa,-,-,92974,1874,127639,GOA
14845,5/13/2021,8:00 AM,Gujarat,-,-,578397,8731,714611,GUJARAT
14846,5/13/2021,8:00 AM,Haryana,-,-,539609,6075,652742,HARYANA
14847,5/13/2021,8:00 AM,Himachal Pradesh,-,-,104714,2068,145736,HIMACHAL PRADESH
14848,5/13/2021,8:00 AM,Jammu and Kashmir,-,-,174953,2912,229407,JAMMU AND KASHMIR
14849,5/13/2021,8:00 AM,Jharkhand,-,-,246608,4182,301257,JHARKHAND
14850,5/13/2021,8:00 AM,Karnataka,-,-,1440621,20368,2053191,KARNATAKA
14851,5/13/2021,8:00 AM,Kerala,-,-,1571738,6053,2010934,KERALA
14852,5/13/2021,8:00 AM,Ladakh,-,-,14102,158,15807,LADAKH
14853,5/13/2021,8:00 AM,Lakshadweep,-,-,3171,11,4202,LAKSHADWEEP
14854,5/13/2021,8:00 AM,Madhya Pradesh,-,-,583595,6679,700202,MADHYA PRADESH
14855,5/13/2021,8:00 AM,Maharashtra,-,-,4600196,78007,5226710,MAHARASHTRA
14856,5/13/2021,8:00 AM,Manipur,-,-,31238,526,37036,MANIPUR
14857,5/13/2021,8:00 AM,Meghalaya,-,-,17354,250,20985,MEGHALAYA
14858,5/13/2021,8:00 AM,Mizoram,-,-,6120,23,8176,MIZORAM
14859,5/13/2021,8:00 AM,Nagaland,-,-,13428,165,16890,NAGALAND
14860,5/13/2021,8:00 AM,Odisha,-,-,473680,2232,565648,ODISHA
14861,5/13/2021,8:00 AM,Puducherry,-,-,60424,1045,77031,PUDUCHERRY
14862,5/13/2021,8:00 AM,Punjab,-,-,376465,11111,467539,PUNJAB
14863,5/13/2021,8:00 AM,Rajasthan,-,-,590390,6158,805658,RAJASTHAN
14864,5/13/2021,8:00 AM,Sikkim,-,-,7343,183,10392,SIKKIM
14865,5/13/2021,8:00 AM,Tamil Nadu,-,-,1279658,16471,1468864,TAMIL NADU
14866,5/13/2021,8:00 AM,Telangana,-,-,449744,2834,511711,TELANGANA
14867,5/13/2021,8:00 AM,Tripura,-,-,34946,424,39054,TRIPURA
14868,5/13/2021,8:00 AM,Uttarakhand,-,-,183478,4123,264683,UTTARAKHAND
14869,5/13/2021,8:00 AM,Uttar Pradesh,-,-,1340251,16369,1563235,UTTAR PRADESH
14870,5/13/2021,8:00 AM,West Bengal,-,-,911705,12728,1053117,WEST BENGAL
14871,5/14/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6213,83,6510,ANDAMAN AND NICOBAR ISLANDS
14872,5/14/2021,8:00 AM,Andhra Pradesh,-,-,1156666,9077,1366785,ANDHRA PRADESH
14873,5/14/2021,8:00 AM,Arunachal Pradesh,-,-,18871,72,21110,ARUNACHAL PRADESH
14874,5/14/2021,8:00 AM,Assam,-,-,270079,1984,315554,ASSAM
14875,5/14/2021,8:00 AM,Bihar,-,-,530314,3593,630185,BIHAR
14876,5/14/2021,8:00 AM,Chandigarh,-,-,44343,609,53393,CHANDIGARH
14877,5/14/2021,8:00 AM,Chhattisgarh,-,-,761592,11289,892331,CHHATTISGARH
14878,5/14/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,8197,4,9257,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14879,5/14/2021,8:00 AM,Delhi,-,-,1274140,20618,1372475,DELHI
14880,5/14/2021,8:00 AM,Goa,-,-,95240,1937,130130,GOA
14881,5/14/2021,8:00 AM,Gujarat,-,-,593666,8840,725353,GUJARAT
14882,5/14/2021,8:00 AM,Haryana,-,-,555650,6238,665028,HARYANA
14883,5/14/2021,8:00 AM,Himachal Pradesh,-,-,108534,2131,150673,HIMACHAL PRADESH
14884,5/14/2021,8:00 AM,Jammu and Kashmir,-,-,177948,2967,233763,JAMMU AND KASHMIR
14885,5/14/2021,8:00 AM,Jharkhand,-,-,253490,4290,306248,JHARKHAND
14886,5/14/2021,8:00 AM,Karnataka,-,-,1474678,20712,2088488,KARNATAKA
14887,5/14/2021,8:00 AM,Kerala,-,-,1605471,6150,2050889,KERALA
14888,5/14/2021,8:00 AM,Ladakh,-,-,14208,161,15916,LADAKH
14889,5/14/2021,8:00 AM,Lakshadweep,-,-,3290,13,4395,LAKSHADWEEP
14890,5/14/2021,8:00 AM,Madhya Pradesh,-,-,593752,6753,708621,MADHYA PRADESH
14891,5/14/2021,8:00 AM,Maharashtra,-,-,4654731,78857,5269292,MAHARASHTRA
14892,5/14/2021,8:00 AM,Manipur,-,-,31491,536,37596,MANIPUR
14893,5/14/2021,8:00 AM,Meghalaya,-,-,17582,268,21576,MEGHALAYA
14894,5/14/2021,8:00 AM,Mizoram,-,-,6204,23,8377,MIZORAM
14895,5/14/2021,8:00 AM,Nagaland,-,-,13528,177,17256,NAGALAND
14896,5/14/2021,8:00 AM,Odisha,-,-,482345,2251,576297,ODISHA
14897,5/14/2021,8:00 AM,Puducherry,-,-,61336,1069,78973,PUDUCHERRY
14898,5/14/2021,8:00 AM,Punjab,-,-,384702,11297,475949,PUNJAB
14899,5/14/2021,8:00 AM,Rajasthan,-,-,603319,6317,821525,RAJASTHAN
14900,5/14/2021,8:00 AM,Sikkim,-,-,7485,192,10623,SIKKIM
14901,5/14/2021,8:00 AM,Tamil Nadu,-,-,1298945,16768,1499485,TAMIL NADU
14902,5/14/2021,8:00 AM,Telangana,-,-,456620,2867,516404,TELANGANA
14903,5/14/2021,8:00 AM,Tripura,-,-,35146,426,39606,TRIPURA
14904,5/14/2021,8:00 AM,Uttarakhand,-,-,189261,4245,271810,UTTARAKHAND
14905,5/14/2021,8:00 AM,Uttar Pradesh,-,-,1359676,16646,1580980,UTTAR PRADESH
14906,5/14/2021,8:00 AM,West Bengal,-,-,930886,12857,1073956,WEST BENGAL
14907,5/15/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6225,85,6542,ANDAMAN AND NICOBAR ISLANDS
14908,5/15/2021,8:00 AM,Andhra Pradesh,-,-,1175843,9173,1388803,ANDHRA PRADESH
14909,5/15/2021,8:00 AM,Arunachal Pradesh,-,-,19094,77,21373,ARUNACHAL PRADESH
14910,5/15/2021,8:00 AM,Assam,-,-,274247,2060,319632,ASSAM
14911,5/15/2021,8:00 AM,Bihar,-,-,544445,3670,637679,BIHAR
14912,5/15/2021,8:00 AM,Chandigarh,-,-,45268,617,54043,CHANDIGARH
14913,5/15/2021,8:00 AM,Chhattisgarh,-,-,772500,11461,899925,CHHATTISGARH
14914,5/15/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,8404,4,9335,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14915,5/15/2021,8:00 AM,Delhi,-,-,1288280,20907,1380981,DELHI
14916,5/15/2021,8:00 AM,Goa,-,-,98200,1998,132585,GOA
14917,5/15/2021,8:00 AM,Gujarat,-,-,609031,8944,735348,GUJARAT
14918,5/15/2021,8:00 AM,Haryana,-,-,570227,6402,675636,HARYANA
14919,5/15/2021,8:00 AM,Himachal Pradesh,-,-,111896,2198,153717,HIMACHAL PRADESH
14920,5/15/2021,8:00 AM,Jammu and Kashmir,-,-,181762,3027,236790,JAMMU AND KASHMIR
14921,5/15/2021,8:00 AM,Jharkhand,-,-,260602,4366,310024,JHARKHAND
14922,5/15/2021,8:00 AM,Karnataka,-,-,1510557,21085,2130267,KARNATAKA
14923,5/15/2021,8:00 AM,Kerala,-,-,1636790,6243,2085583,KERALA
14924,5/15/2021,8:00 AM,Ladakh,-,-,14439,163,16156,LADAKH
14925,5/15/2021,8:00 AM,Lakshadweep,-,-,3392,13,4568,LAKSHADWEEP
14926,5/15/2021,8:00 AM,Madhya Pradesh,-,-,605423,6841,716708,MADHYA PRADESH
14927,5/15/2021,8:00 AM,Maharashtra,-,-,4707980,79552,5309215,MAHARASHTRA
14928,5/15/2021,8:00 AM,Manipur,-,-,31872,552,38322,MANIPUR
14929,5/15/2021,8:00 AM,Meghalaya,-,-,17909,280,22203,MEGHALAYA
14930,5/15/2021,8:00 AM,Mizoram,-,-,6411,23,8499,MIZORAM
14931,5/15/2021,8:00 AM,Nagaland,-,-,13600,190,17531,NAGALAND
14932,5/15/2021,8:00 AM,Odisha,-,-,491674,2273,588687,ODISHA
14933,5/15/2021,8:00 AM,Puducherry,-,-,62424,1099,80947,PUDUCHERRY
14934,5/15/2021,8:00 AM,Punjab,-,-,393148,11477,483984,PUNJAB
14935,5/15/2021,8:00 AM,Rajasthan,-,-,616589,6472,835814,RAJASTHAN
14936,5/15/2021,8:00 AM,Sikkim,-,-,7655,198,10855,SIKKIM
14937,5/15/2021,8:00 AM,Tamil Nadu,-,-,1318982,17056,1531377,TAMIL NADU
14938,5/15/2021,8:00 AM,Telangana,-,-,462981,2896,520709,TELANGANA
14939,5/15/2021,8:00 AM,Tripura,-,-,35396,429,40055,TRIPURA
14940,5/15/2021,8:00 AM,Uttarakhand,-,-,193780,4426,277585,UTTARAKHAND
14941,5/15/2021,8:00 AM,Uttar Pradesh,-,-,1385855,16957,1596627,UTTAR PRADESH
14942,5/15/2021,8:00 AM,West Bengal,-,-,950017,12993,1094802,WEST BENGAL
14943,5/16/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6267,85,6568,ANDAMAN AND NICOBAR ISLANDS
14944,5/16/2021,8:00 AM,Andhra Pradesh,-,-,1194582,9271,1411320,ANDHRA PRADESH
14945,5/16/2021,8:00 AM,Arunachal Pradesh,-,-,19293,78,21622,ARUNACHAL PRADESH
14946,5/16/2021,8:00 AM,Assam,-,-,277501,2123,324979,ASSAM
14947,5/16/2021,8:00 AM,Bihar,-,-,558785,3743,645015,BIHAR
14948,5/16/2021,8:00 AM,Chandigarh,-,-,46231,625,54703,CHANDIGARH
14949,5/16/2021,8:00 AM,Chhattisgarh,-,-,785598,11590,907589,CHHATTISGARH
14950,5/16/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,8576,4,9447,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14951,5/16/2021,8:00 AM,Delhi,-,-,1299872,21244,1387411,DELHI
14952,5/16/2021,8:00 AM,Goa,-,-,101712,2056,134542,GOA
14953,5/16/2021,8:00 AM,Gujarat,-,-,624107,9039,744409,GUJARAT
14954,5/16/2021,8:00 AM,Haryana,-,-,582820,6546,685312,HARYANA
14955,5/16/2021,8:00 AM,Himachal Pradesh,-,-,116033,2254,157862,HIMACHAL PRADESH
14956,5/16/2021,8:00 AM,Jammu and Kashmir,-,-,185902,3090,240467,JAMMU AND KASHMIR
14957,5/16/2021,8:00 AM,Jharkhand,-,-,267364,4431,313181,JHARKHAND
14958,5/16/2021,8:00 AM,Karnataka,-,-,1544982,21434,2171931,KARNATAKA
14959,5/16/2021,8:00 AM,Kerala,-,-,1666232,6339,2118263,KERALA
14960,5/16/2021,8:00 AM,Ladakh,-,-,14619,165,16333,LADAKH
14961,5/16/2021,8:00 AM,Lakshadweep,-,-,3487,13,4650,LAKSHADWEEP
14962,5/16/2021,8:00 AM,Madhya Pradesh,-,-,617396,6913,724279,MADHYA PRADESH
14963,5/16/2021,8:00 AM,Maharashtra,-,-,4767053,80512,5344063,MAHARASHTRA
14964,5/16/2021,8:00 AM,Manipur,-,-,32275,562,39052,MANIPUR
14965,5/16/2021,8:00 AM,Meghalaya,-,-,18124,301,22763,MEGHALAYA
14966,5/16/2021,8:00 AM,Mizoram,-,-,6498,24,8680,MIZORAM
14967,5/16/2021,8:00 AM,Nagaland,-,-,13654,196,17835,NAGALAND
14968,5/16/2021,8:00 AM,Odisha,-,-,502455,2294,600492,ODISHA
14969,5/16/2021,8:00 AM,Puducherry,-,-,64198,1119,82545,PUDUCHERRY
14970,5/16/2021,8:00 AM,Punjab,-,-,401273,11693,490755,PUNJAB
14971,5/16/2021,8:00 AM,Rajasthan,-,-,634070,6621,849389,RAJASTHAN
14972,5/16/2021,8:00 AM,Sikkim,-,-,7857,203,11070,SIKKIM
14973,5/16/2021,8:00 AM,Tamil Nadu,-,-,1339887,17359,1565035,TAMIL NADU
14974,5/16/2021,8:00 AM,Telangana,-,-,469007,2928,525007,TELANGANA
14975,5/16/2021,8:00 AM,Tripura,-,-,35522,431,40816,TRIPURA
14976,5/16/2021,8:00 AM,Uttarakhand,-,-,198616,4623,283239,UTTARAKHAND
14977,5/16/2021,8:00 AM,Uttar Pradesh,-,-,1414259,17238,1609140,UTTAR PRADESH
14978,5/16/2021,8:00 AM,West Bengal,-,-,969228,13137,1114313,WEST BENGAL
14979,5/17/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6283,88,6603,ANDAMAN AND NICOBAR ISLANDS
14980,5/17/2021,8:00 AM,Andhra Pradesh,-,-,1215683,9372,1435491,ANDHRA PRADESH
14981,5/17/2021,8:00 AM,Arunachal Pradesh,-,-,19461,81,21802,ARUNACHAL PRADESH
14982,5/17/2021,8:00 AM,Assam,-,-,281726,2179,328629,ASSAM
14983,5/17/2021,8:00 AM,Bihar,-,-,572987,3832,651909,BIHAR
14984,5/17/2021,8:00 AM,Chandigarh,-,-,47088,635,55367,CHANDIGARH
14985,5/17/2021,8:00 AM,Chhattisgarh,-,-,797150,11734,912477,CHHATTISGARH
14986,5/17/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,8745,4,9550,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
14987,5/17/2021,8:00 AM,Delhi,-,-,1309578,21506,1393867,DELHI
14988,5/17/2021,8:00 AM,Goa,-,-,105505,2099,135856,GOA
14989,5/17/2021,8:00 AM,Gujarat,-,-,638590,9121,752619,GUJARAT
14990,5/17/2021,8:00 AM,Haryana,-,-,597676,6685,694427,HARYANA
14991,5/17/2021,8:00 AM,Himachal Pradesh,-,-,121007,2324,160240,HIMACHAL PRADESH
14992,5/17/2021,8:00 AM,Jammu and Kashmir,-,-,189836,3149,244608,JAMMU AND KASHMIR
14993,5/17/2021,8:00 AM,Jharkhand,-,-,274483,4479,315502,JHARKHAND
14994,5/17/2021,8:00 AM,Karnataka,-,-,1581457,21837,2203462,KARNATAKA
14995,5/17/2021,8:00 AM,Kerala,-,-,1700528,6428,2147967,KERALA
14996,5/17/2021,8:00 AM,Ladakh,-,-,14741,165,16452,LADAKH
14997,5/17/2021,8:00 AM,Lakshadweep,-,-,3633,14,4767,LAKSHADWEEP
14998,5/17/2021,8:00 AM,Madhya Pradesh,-,-,629741,6992,731385,MADHYA PRADESH
14999,5/17/2021,8:00 AM,Maharashtra,-,-,4826371,81486,5378452,MAHARASHTRA
15000,5/17/2021,8:00 AM,Manipur,-,-,32674,578,39729,MANIPUR
15001,5/17/2021,8:00 AM,Meghalaya,-,-,18478,320,23332,MEGHALAYA
15002,5/17/2021,8:00 AM,Mizoram,-,-,6687,25,8829,MIZORAM
15003,5/17/2021,8:00 AM,Nagaland,-,-,13767,209,18076,NAGALAND
15004,5/17/2021,8:00 AM,Odisha,-,-,514532,2313,612224,ODISHA
15005,5/17/2021,8:00 AM,Puducherry,-,-,65689,1151,84506,PUDUCHERRY
15006,5/17/2021,8:00 AM,Punjab,-,-,410332,11895,497705,PUNJAB
15007,5/17/2021,8:00 AM,Rajasthan,-,-,658510,6777,859669,RAJASTHAN
15008,5/17/2021,8:00 AM,Sikkim,-,-,8109,205,11410,SIKKIM
15009,5/17/2021,8:00 AM,Tamil Nadu,-,-,1361204,17670,1598216,TAMIL NADU
15010,5/17/2021,8:00 AM,Telangana,-,-,474899,2955,528823,TELANGANA
15011,5/17/2021,8:00 AM,Tripura,-,-,35816,441,41151,TRIPURA
15012,5/17/2021,8:00 AM,Uttarakhand,-,-,203673,4811,287286,UTTARAKHAND
15013,5/17/2021,8:00 AM,Uttar Pradesh,-,-,1439096,17546,1619645,UTTAR PRADESH
15014,5/17/2021,8:00 AM,West Bengal,-,-,988341,13284,1133430,WEST BENGAL
15015,5/18/2021,8:00 AM,Andaman and Nicobar Islands,-,-,6329,89,6638,ANDAMAN AND NICOBAR ISLANDS
15016,5/18/2021,8:00 AM,Andhra Pradesh,-,-,1233017,9481,1454052,ANDHRA PRADESH
15017,5/18/2021,8:00 AM,Arunachal Pradesh,-,-,19675,85,22106,ARUNACHAL PRADESH
15018,5/18/2021,8:00 AM,Assam,-,-,286463,2271,335023,ASSAM
15019,5/18/2021,8:00 AM,Bihar,-,-,584203,3928,657829,BIHAR
15020,5/18/2021,8:00 AM,Chandigarh,-,-,47964,641,55987,CHANDIGARH
15021,5/18/2021,8:00 AM,Chhattisgarh,-,-,811015,11883,919054,CHHATTISGARH
15022,5/18/2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,8845,4,9599,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
15023,5/18/2021,8:00 AM,Delhi,-,-,1320496,21846,1398391,DELHI
15024,5/18/2021,8:00 AM,Goa,-,-,109513,2152,137418,GOA
15025,5/18/2021,8:00 AM,Gujarat,-,-,650932,9202,759754,GUJARAT
15026,5/18/2021,8:00 AM,Haryana,-,-,611955,6799,701915,HARYANA
15027,5/18/2021,8:00 AM,Himachal Pradesh,-,-,124771,2382,163786,HIMACHAL PRADESH
15028,5/18/2021,8:00 AM,Jammu and Kashmir,-,-,193878,3222,247952,JAMMU AND KASHMIR
15029,5/18/2021,8:00 AM,Jharkhand,-,-,279946,4539,318009,JHARKHAND
15030,5/18/2021,8:00 AM,Karnataka,-,-,1616092,22313,2242065,KARNATAKA
15031,5/18/2021,8:00 AM,Kerala,-,-,1800179,6515,2169369,KERALA
15032,5/18/2021,8:00 AM,Ladakh,-,-,14875,165,16582,LADAKH
15033,5/18/2021,8:00 AM,Lakshadweep,-,-,3764,14,4986,LAKSHADWEEP
15034,5/18/2021,8:00 AM,Madhya Pradesh,-,-,641254,7069,737306,MADHYA PRADESH
15035,5/18/2021,8:00 AM,Maharashtra,-,-,4874582,82486,5405068,MAHARASHTRA
15036,5/18/2021,8:00 AM,Manipur,-,-,33129,592,40059,MANIPUR
15037,5/18/2021,8:00 AM,Meghalaya,-,-,18715,336,23966,MEGHALAYA
15038,5/18/2021,8:00 AM,Mizoram,-,-,6932,28,9068,MIZORAM
15039,5/18/2021,8:00 AM,Nagaland,-,-,13880,216,18349,NAGALAND
15040,5/18/2021,8:00 AM,Odisha,-,-,526353,2335,622981,ODISHA
15041,5/18/2021,8:00 AM,Puducherry,-,-,67390,1179,85952,PUDUCHERRY
15042,5/18/2021,8:00 AM,Punjab,-,-,418884,12086,504586,PUNJAB
15043,5/18/2021,8:00 AM,Rajasthan,-,-,687969,6934,871266,RAJASTHAN
15044,5/18/2021,8:00 AM,Sikkim,-,-,8333,210,11480,SIKKIM
15045,5/18/2021,8:00 AM,Tamil Nadu,-,-,1381690,18005,1631291,TAMIL NADU
15046,5/18/2021,8:00 AM,Telangana,-,-,480458,2985,532784,TELANGANA
15047,5/18/2021,8:00 AM,Tripura,-,-,36085,445,41897,TRIPURA
